city_ascii,state_name,Year,Month,Monthly_Avg_AQI
Cheyenne,Wyoming,2020,4,41.5
Cheyenne,Wyoming,2020,5,44.03225806451613
Cheyenne,Wyoming,2020,6,47.63333333333333
Cheyenne,Wyoming,2020,7,30.93548387096774
Cheyenne,Wyoming,2020,8,39.096774193548384
Cheyenne,Wyoming,2020,9,54.93333333333333
Cheyenne,Wyoming,2020,10,53.96774193548387
Cheyenne,Wyoming,2020,11,34.36666666666667
Cheyenne,Wyoming,2020,12,36.03225806451613
Cheyenne,Wyoming,2021,1,36.483870967741936
Cheyenne,Wyoming,2021,2,39.25
Cheyenne,Wyoming,2021,3,39.3
Cheyenne,Wyoming,2021,4,40.53333333333333
Cheyenne,Wyoming,2021,5,43.935483870967744
Cheyenne,Wyoming,2021,6,52.03333333333333
Cheyenne,Wyoming,2021,7,82.38709677419355
Cheyenne,Wyoming,2021,8,75.64516129032258
Cheyenne,Wyoming,2021,9,53.733333333333334
Cheyenne,Wyoming,2021,10,40.70967741935484
Cheyenne,Wyoming,2021,11,35.53333333333333
Cheyenne,Wyoming,2021,12,40.193548387096776
Columbia,Missouri,1987,7,31.5
Columbia,Missouri,1987,8,36.5
Columbia,Missouri,1987,9,23.4
Columbia,Missouri,1987,10,21.0
Columbia,Missouri,1987,11,17.6
Columbia,Missouri,1987,12,19.0
Columbia,Missouri,1988,1,23.666666666666668
Columbia,Missouri,1988,2,19.0
Columbia,Missouri,1988,3,26.5
Columbia,Missouri,1988,4,37.2
Columbia,Missouri,1988,5,30.5
Columbia,Missouri,1988,6,42.4
Columbia,Missouri,1988,7,33.0
Columbia,Missouri,1988,8,49.0
Columbia,Missouri,1988,9,28.75
Columbia,Missouri,1988,10,24.4
Columbia,Missouri,1988,11,13.2
Columbia,Missouri,1988,12,19.8
Columbia,Missouri,1989,1,17.0
Columbia,Missouri,1989,2,27.6
Columbia,Missouri,1989,3,38.4
Columbia,Missouri,1989,4,27.6
Columbia,Missouri,1989,5,21.8
Columbia,Missouri,1989,6,21.8
Columbia,Missouri,1989,7,33.8
Columbia,Missouri,1989,8,28.8
Columbia,Missouri,1989,9,29.0
Columbia,Missouri,1989,10,22.0
Columbia,Missouri,1989,11,23.75
Columbia,Missouri,1989,12,14.6
Columbia,Missouri,1990,1,24.8
Columbia,Missouri,1990,2,18.75
Columbia,Missouri,1990,3,18.25
Columbia,Missouri,1990,4,16.8
Columbia,Missouri,1990,5,17.6
Columbia,Missouri,1990,6,18.6
Columbia,Missouri,1990,7,28.25
Columbia,Missouri,1990,8,24.6
Columbia,Missouri,1990,9,28.8
Columbia,Missouri,1990,10,17.0
Columbia,Missouri,2002,4,43.7
Columbia,Missouri,2002,5,33.666666666666664
Columbia,Missouri,2002,6,50.333333333333336
Columbia,Missouri,2002,7,57.7
Columbia,Missouri,2002,8,54.1
Columbia,Missouri,2002,9,52.1
Columbia,Missouri,2002,10,39.5
Columbia,Missouri,2002,11,38.55555555555556
Columbia,Missouri,2002,12,49.8
Columbia,Missouri,2003,1,46.2
Columbia,Missouri,2003,2,45.77777777777778
Columbia,Missouri,2003,3,53.54545454545455
Columbia,Missouri,2003,4,53.1
Columbia,Missouri,2003,5,47.333333333333336
Columbia,Missouri,2003,6,44.22222222222222
Columbia,Missouri,2003,7,51.666666666666664
Columbia,Missouri,2003,8,56.0
Columbia,Missouri,2003,9,44.3
Columbia,Missouri,2003,10,40.77777777777778
Columbia,Missouri,2003,11,39.0
Columbia,Missouri,2003,12,31.0
Columbia,Missouri,2004,1,45.44444444444444
Columbia,Missouri,2004,2,57.0
Columbia,Missouri,2004,3,32.27272727272727
Columbia,Missouri,2004,4,38.2
Columbia,Missouri,2004,5,37.0
Columbia,Missouri,2004,6,37.22222222222222
Columbia,Missouri,2004,7,42.111111111111114
Columbia,Missouri,2004,8,36.09090909090909
Columbia,Missouri,2004,9,46.888888888888886
Columbia,Missouri,2004,10,31.22222222222222
Columbia,Missouri,2004,11,35.6
Columbia,Missouri,2004,12,49.375
Columbia,Missouri,2005,1,51.0
Columbia,Missouri,2005,2,55.55555555555556
Columbia,Missouri,2005,3,47.9
Columbia,Missouri,2005,4,46.57142857142857
Columbia,Missouri,2005,5,38.0
Columbia,Missouri,2005,6,52.1
Columbia,Missouri,2005,7,52.3
Columbia,Missouri,2005,8,48.0
Columbia,Missouri,2005,9,59.0
Columbia,Missouri,2005,10,41.0
Columbia,Missouri,2005,11,32.111111111111114
Columbia,Missouri,2005,12,48.857142857142854
Columbia,Missouri,2006,1,43.0
Columbia,Missouri,2006,2,42.4
Columbia,Missouri,2006,3,48.6
Columbia,Missouri,2006,4,43.6
Columbia,Missouri,2006,5,31.8
Columbia,Missouri,2006,6,40.0
Columbia,Missouri,2009,4,38.4
Columbia,Missouri,2009,5,45.83870967741935
Columbia,Missouri,2009,6,42.266666666666666
Columbia,Missouri,2009,7,36.32258064516129
Columbia,Missouri,2009,8,37.903225806451616
Columbia,Missouri,2009,9,39.3
Columbia,Missouri,2009,10,24.903225806451612
Columbia,Missouri,2010,4,57.233333333333334
Columbia,Missouri,2010,5,45.774193548387096
Columbia,Missouri,2010,6,40.03333333333333
Columbia,Missouri,2010,7,41.806451612903224
Columbia,Missouri,2010,8,44.29032258064516
Columbia,Missouri,2010,9,35.833333333333336
Columbia,Missouri,2010,10,41.064516129032256
Columbia,Missouri,2011,3,38.774193548387096
Columbia,Missouri,2011,4,47.03333333333333
Columbia,Missouri,2011,5,40.806451612903224
Columbia,Missouri,2011,6,46.06666666666667
Columbia,Missouri,2011,7,52.903225806451616
Columbia,Missouri,2011,8,50.903225806451616
Columbia,Missouri,2011,9,39.233333333333334
Columbia,Missouri,2011,10,41.193548387096776
Columbia,Missouri,2012,4,42.1
Columbia,Missouri,2012,5,52.41935483870968
Columbia,Missouri,2012,6,66.93333333333334
Columbia,Missouri,2012,7,68.53333333333333
Columbia,Missouri,2012,8,71.3
Columbia,Missouri,2012,9,39.2
Columbia,Missouri,2012,10,32.45161290322581
Columbia,Missouri,2013,4,46.233333333333334
Columbia,Missouri,2013,5,40.483870967741936
Columbia,Missouri,2013,6,39.266666666666666
Columbia,Missouri,2013,7,46.225806451612904
Columbia,Missouri,2013,8,44.54838709677419
Columbia,Missouri,2013,9,44.53333333333333
Columbia,Missouri,2013,10,30.903225806451612
Columbia,Missouri,2014,4,48.4
Columbia,Missouri,2014,5,46.645161290322584
Columbia,Missouri,2014,6,39.233333333333334
Columbia,Missouri,2014,7,36.96774193548387
Columbia,Missouri,2014,8,37.61290322580645
Columbia,Missouri,2014,9,36.86666666666667
Columbia,Missouri,2014,10,30.387096774193548
Columbia,Missouri,2015,4,43.666666666666664
Columbia,Missouri,2015,5,41.16129032258065
Columbia,Missouri,2015,6,35.43333333333333
Columbia,Missouri,2015,7,36.0
Columbia,Missouri,2015,8,37.29032258064516
Columbia,Missouri,2015,9,42.266666666666666
Columbia,Missouri,2015,10,32.516129032258064
Columbia,Missouri,2016,4,42.6
Columbia,Missouri,2016,5,44.25806451612903
Columbia,Missouri,2016,6,48.233333333333334
Columbia,Missouri,2016,7,34.54838709677419
Columbia,Missouri,2016,8,32.193548387096776
Columbia,Missouri,2016,9,33.766666666666666
Columbia,Missouri,2016,10,33.225806451612904
Columbia,Missouri,2017,3,40.38709677419355
Columbia,Missouri,2017,4,43.0
Columbia,Missouri,2017,5,45.16129032258065
Columbia,Missouri,2017,6,43.7
Columbia,Missouri,2017,7,41.193548387096776
Columbia,Missouri,2017,8,39.193548387096776
Columbia,Missouri,2017,9,43.666666666666664
Columbia,Missouri,2017,10,33.25806451612903
Columbia,Missouri,2018,3,39.41935483870968
Columbia,Missouri,2018,4,47.233333333333334
Columbia,Missouri,2018,5,54.483870967741936
Columbia,Missouri,2018,6,40.86666666666667
Columbia,Missouri,2018,7,43.193548387096776
Columbia,Missouri,2018,8,41.70967741935484
Columbia,Missouri,2018,9,32.03333333333333
Columbia,Missouri,2018,10,28.129032258064516
Columbia,Missouri,2019,3,40.87096774193548
Columbia,Missouri,2019,4,42.333333333333336
Columbia,Missouri,2019,5,37.774193548387096
Columbia,Missouri,2019,6,41.86666666666667
Columbia,Missouri,2019,7,36.193548387096776
Columbia,Missouri,2019,8,35.483870967741936
Columbia,Missouri,2019,9,36.03333333333333
Columbia,Missouri,2019,10,28.838709677419356
Columbia,Missouri,2020,3,32.903225806451616
Columbia,Missouri,2020,4,39.766666666666666
Columbia,Missouri,2020,5,35.225806451612904
Columbia,Missouri,2020,6,41.46666666666667
Columbia,Missouri,2020,7,34.03225806451613
Columbia,Missouri,2020,8,31.733333333333334
Columbia,Missouri,2020,9,28.0
Columbia,Missouri,2020,10,27.677419354838708
Columbia,Missouri,2021,3,38.0
Columbia,Missouri,2021,4,39.46666666666667
Columbia,Missouri,2021,5,35.38709677419355
Columbia,Missouri,2021,6,42.2
Columbia,Missouri,2021,7,36.87096774193548
Columbia,Missouri,2021,8,33.483870967741936
Columbia,Missouri,2021,9,39.86666666666667
Columbia,Missouri,2021,10,28.06451612903226
Columbia,Missouri,2022,3,39.774193548387096
Columbia,South Carolina,1980,1,35.354838709677416
Columbia,South Carolina,1980,2,49.06896551724138
Columbia,South Carolina,1980,3,44.0
Columbia,South Carolina,1980,4,72.1
Columbia,South Carolina,1980,5,85.83870967741936
Columbia,South Carolina,1980,6,99.03333333333333
Columbia,South Carolina,1980,7,110.19354838709677
Columbia,South Carolina,1980,8,97.25806451612904
Columbia,South Carolina,1980,9,72.83333333333333
Columbia,South Carolina,1980,10,60.03225806451613
Columbia,South Carolina,1980,11,54.333333333333336
Columbia,South Carolina,1980,12,50.16129032258065
Columbia,South Carolina,1981,1,39.12903225806452
Columbia,South Carolina,1981,2,41.642857142857146
Columbia,South Carolina,1981,3,51.774193548387096
Columbia,South Carolina,1981,4,73.53333333333333
Columbia,South Carolina,1981,5,87.64516129032258
Columbia,South Carolina,1981,6,88.7
Columbia,South Carolina,1981,7,88.48387096774194
Columbia,South Carolina,1981,8,57.61290322580645
Columbia,South Carolina,1981,9,79.03333333333333
Columbia,South Carolina,1981,10,50.41935483870968
Columbia,South Carolina,1981,11,39.1
Columbia,South Carolina,1981,12,32.12903225806452
Columbia,South Carolina,1982,1,29.741935483870968
Columbia,South Carolina,1982,2,38.964285714285715
Columbia,South Carolina,1982,3,47.16129032258065
Columbia,South Carolina,1982,4,50.7
Columbia,South Carolina,1982,5,100.19354838709677
Columbia,South Carolina,1982,6,71.33333333333333
Columbia,South Carolina,1982,7,49.41935483870968
Columbia,South Carolina,1982,8,51.935483870967744
Columbia,South Carolina,1982,9,55.53333333333333
Columbia,South Carolina,1982,10,42.29032258064516
Columbia,South Carolina,1982,11,34.266666666666666
Columbia,South Carolina,1982,12,32.32258064516129
Columbia,South Carolina,1983,1,37.193548387096776
Columbia,South Carolina,1983,2,42.642857142857146
Columbia,South Carolina,1983,3,54.83870967741935
Columbia,South Carolina,1983,4,69.06666666666666
Columbia,South Carolina,1983,5,66.6774193548387
Columbia,South Carolina,1983,6,75.43333333333334
Columbia,South Carolina,1983,7,106.6774193548387
Columbia,South Carolina,1983,8,88.12903225806451
Columbia,South Carolina,1983,9,56.53333333333333
Columbia,South Carolina,1983,10,48.96774193548387
Columbia,South Carolina,1983,11,49.733333333333334
Columbia,South Carolina,1983,12,45.903225806451616
Columbia,South Carolina,1984,1,43.96774193548387
Columbia,South Carolina,1984,2,45.89655172413793
Columbia,South Carolina,1984,3,50.16129032258065
Columbia,South Carolina,1984,4,48.233333333333334
Columbia,South Carolina,1984,5,53.12903225806452
Columbia,South Carolina,1984,6,75.66666666666667
Columbia,South Carolina,1984,7,59.193548387096776
Columbia,South Carolina,1984,8,76.45161290322581
Columbia,South Carolina,1984,9,73.6
Columbia,South Carolina,1984,10,57.41935483870968
Columbia,South Carolina,1984,11,49.63333333333333
Columbia,South Carolina,1984,12,45.38709677419355
Columbia,South Carolina,1985,1,30.0
Columbia,South Carolina,1985,2,35.607142857142854
Columbia,South Carolina,1985,3,51.516129032258064
Columbia,South Carolina,1985,4,47.06666666666667
Columbia,South Carolina,1985,5,67.96774193548387
Columbia,South Carolina,1985,6,93.13333333333334
Columbia,South Carolina,1985,7,80.54838709677419
Columbia,South Carolina,1985,8,44.83870967741935
Columbia,South Carolina,1985,9,45.53333333333333
Columbia,South Carolina,1985,10,35.0
Columbia,South Carolina,1985,11,41.13333333333333
Columbia,South Carolina,1985,12,38.645161290322584
Columbia,South Carolina,1986,1,36.54838709677419
Columbia,South Carolina,1986,2,35.07142857142857
Columbia,South Carolina,1986,3,50.74193548387097
Columbia,South Carolina,1986,4,74.46666666666667
Columbia,South Carolina,1986,5,67.90322580645162
Columbia,South Carolina,1986,6,100.93333333333334
Columbia,South Carolina,1986,7,101.12903225806451
Columbia,South Carolina,1986,8,53.83870967741935
Columbia,South Carolina,1986,9,53.53333333333333
Columbia,South Carolina,1986,10,43.54838709677419
Columbia,South Carolina,1986,11,35.4
Columbia,South Carolina,1986,12,38.483870967741936
Columbia,South Carolina,1987,1,37.0
Columbia,South Carolina,1987,2,34.535714285714285
Columbia,South Carolina,1987,3,43.41935483870968
Columbia,South Carolina,1987,4,69.93333333333334
Columbia,South Carolina,1987,5,72.48387096774194
Columbia,South Carolina,1987,6,82.3
Columbia,South Carolina,1987,7,96.29032258064517
Columbia,South Carolina,1987,8,95.2258064516129
Columbia,South Carolina,1987,9,57.2
Columbia,South Carolina,1987,10,53.0
Columbia,South Carolina,1987,11,43.43333333333333
Columbia,South Carolina,1987,12,33.354838709677416
Columbia,South Carolina,1988,1,32.064516129032256
Columbia,South Carolina,1988,2,38.241379310344826
Columbia,South Carolina,1988,3,51.064516129032256
Columbia,South Carolina,1988,4,67.8
Columbia,South Carolina,1988,5,104.29032258064517
Columbia,South Carolina,1988,6,127.53333333333333
Columbia,South Carolina,1988,7,96.51612903225806
Columbia,South Carolina,1988,8,68.51612903225806
Columbia,South Carolina,1988,9,50.36666666666667
Columbia,South Carolina,1988,10,47.193548387096776
Columbia,South Carolina,1988,11,41.9
Columbia,South Carolina,1988,12,40.74193548387097
Columbia,South Carolina,1989,1,36.54838709677419
Columbia,South Carolina,1989,2,35.857142857142854
Columbia,South Carolina,1989,3,41.38709677419355
Columbia,South Carolina,1989,4,80.03333333333333
Columbia,South Carolina,1989,5,77.74193548387096
Columbia,South Carolina,1989,6,56.8
Columbia,South Carolina,1989,7,55.32258064516129
Columbia,South Carolina,1989,8,47.16129032258065
Columbia,South Carolina,1989,9,41.51724137931034
Columbia,South Carolina,1989,10,51.12903225806452
Columbia,South Carolina,1989,11,36.56666666666667
Columbia,South Carolina,1989,12,37.516129032258064
Columbia,South Carolina,1990,1,30.741935483870968
Columbia,South Carolina,1990,2,37.892857142857146
Columbia,South Carolina,1990,3,50.45161290322581
Columbia,South Carolina,1990,4,80.66666666666667
Columbia,South Carolina,1990,5,79.64516129032258
Columbia,South Carolina,1990,6,105.4
Columbia,South Carolina,1990,7,88.54838709677419
Columbia,South Carolina,1990,8,83.35483870967742
Columbia,South Carolina,1990,9,83.56666666666666
Columbia,South Carolina,1990,10,44.806451612903224
Columbia,South Carolina,1990,11,44.36666666666667
Columbia,South Carolina,1990,12,32.16129032258065
Columbia,South Carolina,1991,1,30.129032258064516
Columbia,South Carolina,1991,2,36.67857142857143
Columbia,South Carolina,1991,3,45.645161290322584
Columbia,South Carolina,1991,4,44.2
Columbia,South Carolina,1991,5,53.16129032258065
Columbia,South Carolina,1991,6,60.46666666666667
Columbia,South Carolina,1991,7,69.93548387096774
Columbia,South Carolina,1991,8,55.12903225806452
Columbia,South Carolina,1991,9,55.96666666666667
Columbia,South Carolina,1991,10,43.225806451612904
Columbia,South Carolina,1991,11,47.36666666666667
Columbia,South Carolina,1991,12,44.16129032258065
Columbia,South Carolina,1992,1,40.87096774193548
Columbia,South Carolina,1992,2,51.96551724137931
Columbia,South Carolina,1992,3,51.70967741935484
Columbia,South Carolina,1992,4,57.5
Columbia,South Carolina,1992,5,71.51612903225806
Columbia,South Carolina,1992,6,58.56666666666667
Columbia,South Carolina,1992,7,69.80645161290323
Columbia,South Carolina,1992,8,64.70967741935483
Columbia,South Carolina,1992,9,48.0
Columbia,South Carolina,1992,10,52.32258064516129
Columbia,South Carolina,1992,11,42.3
Columbia,South Carolina,1992,12,36.903225806451616
Columbia,South Carolina,1993,1,37.516129032258064
Columbia,South Carolina,1993,2,48.57142857142857
Columbia,South Carolina,1993,3,45.38709677419355
Columbia,South Carolina,1993,4,63.13333333333333
Columbia,South Carolina,1993,5,92.06451612903226
Columbia,South Carolina,1993,6,90.56666666666666
Columbia,South Carolina,1993,7,122.35483870967742
Columbia,South Carolina,1993,8,79.2258064516129
Columbia,South Carolina,1993,9,57.3
Columbia,South Carolina,1993,10,48.806451612903224
Columbia,South Carolina,1993,11,47.333333333333336
Columbia,South Carolina,1993,12,43.41935483870968
Columbia,South Carolina,1994,1,39.41935483870968
Columbia,South Carolina,1994,2,38.82142857142857
Columbia,South Carolina,1994,3,54.064516129032256
Columbia,South Carolina,1994,4,66.63333333333334
Columbia,South Carolina,1994,5,79.51612903225806
Columbia,South Carolina,1994,6,63.13333333333333
Columbia,South Carolina,1994,7,47.25806451612903
Columbia,South Carolina,1994,8,62.16129032258065
Columbia,South Carolina,1994,9,57.3
Columbia,South Carolina,1994,10,44.645161290322584
Columbia,South Carolina,1994,11,41.666666666666664
Columbia,South Carolina,1994,12,38.67741935483871
Columbia,South Carolina,1995,1,39.516129032258064
Columbia,South Carolina,1995,2,34.464285714285715
Columbia,South Carolina,1995,3,50.12903225806452
Columbia,South Carolina,1995,4,66.1
Columbia,South Carolina,1995,5,74.2258064516129
Columbia,South Carolina,1995,6,61.166666666666664
Columbia,South Carolina,1995,7,75.80645161290323
Columbia,South Carolina,1995,8,67.90322580645162
Columbia,South Carolina,1995,9,53.233333333333334
Columbia,South Carolina,1995,10,46.25806451612903
Columbia,South Carolina,1995,11,39.666666666666664
Columbia,South Carolina,1995,12,44.516129032258064
Columbia,South Carolina,1996,1,41.41935483870968
Columbia,South Carolina,1996,2,47.41379310344828
Columbia,South Carolina,1996,3,41.70967741935484
Columbia,South Carolina,1996,4,51.266666666666666
Columbia,South Carolina,1996,5,55.12903225806452
Columbia,South Carolina,1996,6,89.93333333333334
Columbia,South Carolina,1996,7,65.03225806451613
Columbia,South Carolina,1996,8,55.25806451612903
Columbia,South Carolina,1996,9,49.9
Columbia,South Carolina,1996,10,50.96774193548387
Columbia,South Carolina,1996,11,38.96666666666667
Columbia,South Carolina,1996,12,34.483870967741936
Columbia,South Carolina,1997,1,34.806451612903224
Columbia,South Carolina,1997,2,46.57142857142857
Columbia,South Carolina,1997,3,51.064516129032256
Columbia,South Carolina,1997,4,57.9
Columbia,South Carolina,1997,5,74.25806451612904
Columbia,South Carolina,1997,6,55.5
Columbia,South Carolina,1997,7,86.29032258064517
Columbia,South Carolina,1997,8,70.74193548387096
Columbia,South Carolina,1997,9,76.43333333333334
Columbia,South Carolina,1997,10,50.70967741935484
Columbia,South Carolina,1997,11,42.96666666666667
Columbia,South Carolina,1997,12,42.38709677419355
Columbia,South Carolina,1998,1,38.193548387096776
Columbia,South Carolina,1998,2,43.5
Columbia,South Carolina,1998,3,47.483870967741936
Columbia,South Carolina,1998,4,60.3
Columbia,South Carolina,1998,5,89.16129032258064
Columbia,South Carolina,1998,6,98.06666666666666
Columbia,South Carolina,1998,7,94.51612903225806
Columbia,South Carolina,1998,8,90.74193548387096
Columbia,South Carolina,1998,9,86.2
Columbia,South Carolina,1998,10,66.25806451612904
Columbia,South Carolina,1998,11,58.266666666666666
Columbia,South Carolina,1998,12,54.25806451612903
Columbia,South Carolina,1999,1,52.45161290322581
Columbia,South Carolina,1999,2,52.642857142857146
Columbia,South Carolina,1999,3,64.74193548387096
Columbia,South Carolina,1999,4,76.03333333333333
Columbia,South Carolina,1999,5,87.74193548387096
Columbia,South Carolina,1999,6,71.16666666666667
Columbia,South Carolina,1999,7,82.90322580645162
Columbia,South Carolina,1999,8,115.54838709677419
Columbia,South Carolina,1999,9,63.833333333333336
Columbia,South Carolina,1999,10,45.83870967741935
Columbia,South Carolina,1999,11,52.666666666666664
Columbia,South Carolina,1999,12,46.38709677419355
Columbia,South Carolina,2000,1,42.61290322580645
Columbia,South Carolina,2000,2,53.93103448275862
Columbia,South Carolina,2000,3,59.483870967741936
Columbia,South Carolina,2000,4,62.766666666666666
Columbia,South Carolina,2000,5,98.2258064516129
Columbia,South Carolina,2000,6,88.5
Columbia,South Carolina,2000,7,95.45161290322581
Columbia,South Carolina,2000,8,86.90322580645162
Columbia,South Carolina,2000,9,49.2
Columbia,South Carolina,2000,10,70.64516129032258
Columbia,South Carolina,2000,11,54.93333333333333
Columbia,South Carolina,2000,12,42.45161290322581
Columbia,South Carolina,2001,1,50.483870967741936
Columbia,South Carolina,2001,2,48.32142857142857
Columbia,South Carolina,2001,3,48.96774193548387
Columbia,South Carolina,2001,4,70.33333333333333
Columbia,South Carolina,2001,5,101.12903225806451
Columbia,South Carolina,2001,6,63.93333333333333
Columbia,South Carolina,2001,7,72.0
Columbia,South Carolina,2001,8,85.19354838709677
Columbia,South Carolina,2001,9,60.6
Columbia,South Carolina,2001,10,52.83870967741935
Columbia,South Carolina,2001,11,52.6
Columbia,South Carolina,2001,12,43.354838709677416
Columbia,South Carolina,2002,1,45.41935483870968
Columbia,South Carolina,2002,2,52.714285714285715
Columbia,South Carolina,2002,3,52.096774193548384
Columbia,South Carolina,2002,4,58.43333333333333
Columbia,South Carolina,2002,5,67.93548387096774
Columbia,South Carolina,2002,6,95.33333333333333
Columbia,South Carolina,2002,7,109.64516129032258
Columbia,South Carolina,2002,8,74.41935483870968
Columbia,South Carolina,2002,9,57.06666666666667
Columbia,South Carolina,2002,10,49.29032258064516
Columbia,South Carolina,2002,11,51.733333333333334
Columbia,South Carolina,2002,12,51.064516129032256
Columbia,South Carolina,2003,1,41.483870967741936
Columbia,South Carolina,2003,2,48.107142857142854
Columbia,South Carolina,2003,3,57.29032258064516
Columbia,South Carolina,2003,4,76.96666666666667
Columbia,South Carolina,2003,5,62.38709677419355
Columbia,South Carolina,2003,6,71.43333333333334
Columbia,South Carolina,2003,7,60.67741935483871
Columbia,South Carolina,2003,8,66.70967741935483
Columbia,South Carolina,2003,9,68.5
Columbia,South Carolina,2003,10,56.064516129032256
Columbia,South Carolina,2003,11,49.43333333333333
Columbia,South Carolina,2003,12,49.12903225806452
Columbia,South Carolina,2004,1,51.29032258064516
Columbia,South Carolina,2004,2,52.827586206896555
Columbia,South Carolina,2004,3,58.67741935483871
Columbia,South Carolina,2004,4,83.63333333333334
Columbia,South Carolina,2004,5,74.16129032258064
Columbia,South Carolina,2004,6,68.3
Columbia,South Carolina,2004,7,76.12903225806451
Columbia,South Carolina,2004,8,63.03225806451613
Columbia,South Carolina,2004,9,51.06666666666667
Columbia,South Carolina,2004,10,64.64516129032258
Columbia,South Carolina,2004,11,49.766666666666666
Columbia,South Carolina,2004,12,52.54838709677419
Columbia,South Carolina,2005,1,57.29032258064516
Columbia,South Carolina,2005,2,53.82142857142857
Columbia,South Carolina,2005,3,60.096774193548384
Columbia,South Carolina,2005,4,82.96666666666667
Columbia,South Carolina,2005,5,74.87096774193549
Columbia,South Carolina,2005,6,56.6
Columbia,South Carolina,2005,7,66.2258064516129
Columbia,South Carolina,2005,8,66.87096774193549
Columbia,South Carolina,2005,9,68.46666666666667
Columbia,South Carolina,2005,10,53.32258064516129
Columbia,South Carolina,2005,11,53.333333333333336
Columbia,South Carolina,2005,12,49.516129032258064
Columbia,South Carolina,2006,1,44.935483870967744
Columbia,South Carolina,2006,2,52.57142857142857
Columbia,South Carolina,2006,3,59.935483870967744
Columbia,South Carolina,2006,4,79.0
Columbia,South Carolina,2006,5,72.90322580645162
Columbia,South Carolina,2006,6,83.36666666666666
Columbia,South Carolina,2006,7,73.74193548387096
Columbia,South Carolina,2006,8,71.87096774193549
Columbia,South Carolina,2006,9,60.6
Columbia,South Carolina,2006,10,53.67741935483871
Columbia,South Carolina,2006,11,44.733333333333334
Columbia,South Carolina,2006,12,53.935483870967744
Columbia,South Carolina,2007,1,41.61290322580645
Columbia,South Carolina,2007,2,49.17857142857143
Columbia,South Carolina,2007,3,73.61290322580645
Columbia,South Carolina,2007,4,65.3
Columbia,South Carolina,2007,5,76.48387096774194
Columbia,South Carolina,2007,6,73.7
Columbia,South Carolina,2007,7,74.58064516129032
Columbia,South Carolina,2007,8,86.0
Columbia,South Carolina,2007,9,59.733333333333334
Columbia,South Carolina,2007,10,43.064516129032256
Columbia,South Carolina,2007,11,53.1
Columbia,South Carolina,2007,12,48.774193548387096
Columbia,South Carolina,2008,1,49.45161290322581
Columbia,South Carolina,2008,2,49.827586206896555
Columbia,South Carolina,2008,3,55.87096774193548
Columbia,South Carolina,2008,4,51.2
Columbia,South Carolina,2008,5,75.0
Columbia,South Carolina,2008,6,84.06666666666666
Columbia,South Carolina,2008,7,66.96774193548387
Columbia,South Carolina,2008,8,68.61290322580645
Columbia,South Carolina,2008,9,48.0
Columbia,South Carolina,2008,10,44.41935483870968
Columbia,South Carolina,2008,11,47.06666666666667
Columbia,South Carolina,2008,12,39.87096774193548
Columbia,South Carolina,2009,1,46.903225806451616
Columbia,South Carolina,2009,2,52.42857142857143
Columbia,South Carolina,2009,3,48.645161290322584
Columbia,South Carolina,2009,4,53.166666666666664
Columbia,South Carolina,2009,5,39.516129032258064
Columbia,South Carolina,2009,6,59.233333333333334
Columbia,South Carolina,2009,7,58.16129032258065
Columbia,South Carolina,2009,8,50.12903225806452
Columbia,South Carolina,2009,9,50.43333333333333
Columbia,South Carolina,2009,10,37.064516129032256
Columbia,South Carolina,2009,11,43.166666666666664
Columbia,South Carolina,2009,12,38.38709677419355
Columbia,South Carolina,2010,1,44.61290322580645
Columbia,South Carolina,2010,2,44.607142857142854
Columbia,South Carolina,2010,3,51.096774193548384
Columbia,South Carolina,2010,4,69.7
Columbia,South Carolina,2010,5,52.03225806451613
Columbia,South Carolina,2010,6,60.666666666666664
Columbia,South Carolina,2010,7,61.16129032258065
Columbia,South Carolina,2010,8,50.354838709677416
Columbia,South Carolina,2010,9,62.36666666666667
Columbia,South Carolina,2010,10,54.774193548387096
Columbia,South Carolina,2010,11,43.766666666666666
Columbia,South Carolina,2010,12,45.45161290322581
Columbia,South Carolina,2011,1,48.38709677419355
Columbia,South Carolina,2011,2,44.67857142857143
Columbia,South Carolina,2011,3,50.61290322580645
Columbia,South Carolina,2011,4,55.96666666666667
Columbia,South Carolina,2011,5,63.32258064516129
Columbia,South Carolina,2011,6,86.23333333333333
Columbia,South Carolina,2011,7,75.74193548387096
Columbia,South Carolina,2011,8,65.54838709677419
Columbia,South Carolina,2011,9,56.266666666666666
Columbia,South Carolina,2011,10,44.61290322580645
Columbia,South Carolina,2011,11,45.3
Columbia,South Carolina,2011,12,44.193548387096776
Columbia,South Carolina,2012,1,39.45161290322581
Columbia,South Carolina,2012,2,42.58620689655172
Columbia,South Carolina,2012,3,47.87096774193548
Columbia,South Carolina,2012,4,54.9
Columbia,South Carolina,2012,5,54.903225806451616
Columbia,South Carolina,2012,6,55.96666666666667
Columbia,South Carolina,2012,7,54.03225806451613
Columbia,South Carolina,2012,8,48.03225806451613
Columbia,South Carolina,2012,9,44.36666666666667
Columbia,South Carolina,2012,10,42.354838709677416
Columbia,South Carolina,2012,11,43.266666666666666
Columbia,South Carolina,2012,12,42.25806451612903
Columbia,South Carolina,2013,1,46.483870967741936
Columbia,South Carolina,2013,2,38.357142857142854
Columbia,South Carolina,2013,3,47.903225806451616
Columbia,South Carolina,2013,4,43.166666666666664
